"location","hits","keyword","geo","gprop","end.date","start.date"
"Belize","","paralysis tick","world","web",2018-04-05,2018-03-29
"Bermuda","","paralysis tick","world","web",2018-04-05,2018-03-29
"Bolivia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Barbados","","paralysis tick","world","web",2018-04-05,2018-03-29
"Brunei","","paralysis tick","world","web",2018-04-05,2018-03-29
"Bhutan","","paralysis tick","world","web",2018-04-05,2018-03-29
"Bouvet Island","","paralysis tick","world","web",2018-04-05,2018-03-29
"Botswana","","paralysis tick","world","web",2018-04-05,2018-03-29
"Central African Republic","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cocos (Keeling) Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Switzerland","","paralysis tick","world","web",2018-04-05,2018-03-29
"Chile","","paralysis tick","world","web",2018-04-05,2018-03-29
"China","","paralysis tick","world","web",2018-04-05,2018-03-29
"Côte d’Ivoire","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cameroon","","paralysis tick","world","web",2018-04-05,2018-03-29
"Congo - Kinshasa","","paralysis tick","world","web",2018-04-05,2018-03-29
"Congo - Brazzaville","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cook Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Colombia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Comoros","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cape Verde","","paralysis tick","world","web",2018-04-05,2018-03-29
"Costa Rica","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cuba","","paralysis tick","world","web",2018-04-05,2018-03-29
"Curaçao","","paralysis tick","world","web",2018-04-05,2018-03-29
"Christmas Island","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cayman Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Cyprus","","paralysis tick","world","web",2018-04-05,2018-03-29
"Czechia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Djibouti","","paralysis tick","world","web",2018-04-05,2018-03-29
"Dominica","","paralysis tick","world","web",2018-04-05,2018-03-29
"Algeria","","paralysis tick","world","web",2018-04-05,2018-03-29
"Ecuador","","paralysis tick","world","web",2018-04-05,2018-03-29
"Eritrea","","paralysis tick","world","web",2018-04-05,2018-03-29
"Western Sahara","","paralysis tick","world","web",2018-04-05,2018-03-29
"Estonia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Ethiopia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Finland","","paralysis tick","world","web",2018-04-05,2018-03-29
"Fiji","","paralysis tick","world","web",2018-04-05,2018-03-29
"Falkland Islands (Islas Malvinas)","","paralysis tick","world","web",2018-04-05,2018-03-29
"Faroe Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Micronesia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Gabon","","paralysis tick","world","web",2018-04-05,2018-03-29
"Georgia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Guernsey","","paralysis tick","world","web",2018-04-05,2018-03-29
"Ghana","","paralysis tick","world","web",2018-04-05,2018-03-29
"Gibraltar","","paralysis tick","world","web",2018-04-05,2018-03-29
"Guinea","","paralysis tick","world","web",2018-04-05,2018-03-29
"Guadeloupe","","paralysis tick","world","web",2018-04-05,2018-03-29
"Gambia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Guinea-Bissau","","paralysis tick","world","web",2018-04-05,2018-03-29
"Equatorial Guinea","","paralysis tick","world","web",2018-04-05,2018-03-29
"Greenland","","paralysis tick","world","web",2018-04-05,2018-03-29
"Guatemala","","paralysis tick","world","web",2018-04-05,2018-03-29
"French Guiana","","paralysis tick","world","web",2018-04-05,2018-03-29
"Hong Kong","","paralysis tick","world","web",2018-04-05,2018-03-29
"Heard & McDonald Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Honduras","","paralysis tick","world","web",2018-04-05,2018-03-29
"Haiti","","paralysis tick","world","web",2018-04-05,2018-03-29
"Hungary","","paralysis tick","world","web",2018-04-05,2018-03-29
"Isle of Man","","paralysis tick","world","web",2018-04-05,2018-03-29
"British Indian Ocean Territory","","paralysis tick","world","web",2018-04-05,2018-03-29
"Iran","","paralysis tick","world","web",2018-04-05,2018-03-29
"Iceland","","paralysis tick","world","web",2018-04-05,2018-03-29
"Israel","","paralysis tick","world","web",2018-04-05,2018-03-29
"Jamaica","","paralysis tick","world","web",2018-04-05,2018-03-29
"Jersey","","paralysis tick","world","web",2018-04-05,2018-03-29
"Jordan","","paralysis tick","world","web",2018-04-05,2018-03-29
"Kyrgyzstan","","paralysis tick","world","web",2018-04-05,2018-03-29
"Kiribati","","paralysis tick","world","web",2018-04-05,2018-03-29
"St. Kitts & Nevis","","paralysis tick","world","web",2018-04-05,2018-03-29
"Kuwait","","paralysis tick","world","web",2018-04-05,2018-03-29
"Laos","","paralysis tick","world","web",2018-04-05,2018-03-29
"Lebanon","","paralysis tick","world","web",2018-04-05,2018-03-29
"Liberia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Libya","","paralysis tick","world","web",2018-04-05,2018-03-29
"St. Lucia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Liechtenstein","","paralysis tick","world","web",2018-04-05,2018-03-29
"Lesotho","","paralysis tick","world","web",2018-04-05,2018-03-29
"Luxembourg","","paralysis tick","world","web",2018-04-05,2018-03-29
"Latvia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Macau","","paralysis tick","world","web",2018-04-05,2018-03-29
"St. Martin","","paralysis tick","world","web",2018-04-05,2018-03-29
"Morocco","","paralysis tick","world","web",2018-04-05,2018-03-29
"Monaco","","paralysis tick","world","web",2018-04-05,2018-03-29
"Moldova","","paralysis tick","world","web",2018-04-05,2018-03-29
"Madagascar","","paralysis tick","world","web",2018-04-05,2018-03-29
"Maldives","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mexico","","paralysis tick","world","web",2018-04-05,2018-03-29
"Marshall Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Macedonia (FYROM)","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mali","","paralysis tick","world","web",2018-04-05,2018-03-29
"Myanmar (Burma)","","paralysis tick","world","web",2018-04-05,2018-03-29
"Montenegro","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mongolia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Northern Mariana Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mozambique","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mauritania","","paralysis tick","world","web",2018-04-05,2018-03-29
"Montserrat","","paralysis tick","world","web",2018-04-05,2018-03-29
"Martinique","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mauritius","","paralysis tick","world","web",2018-04-05,2018-03-29
"Mayotte","","paralysis tick","world","web",2018-04-05,2018-03-29
"Namibia","","paralysis tick","world","web",2018-04-05,2018-03-29
"New Caledonia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Niger","","paralysis tick","world","web",2018-04-05,2018-03-29
"Norfolk Island","","paralysis tick","world","web",2018-04-05,2018-03-29
"Nicaragua","","paralysis tick","world","web",2018-04-05,2018-03-29
"Niue","","paralysis tick","world","web",2018-04-05,2018-03-29
"Nauru","","paralysis tick","world","web",2018-04-05,2018-03-29
"Oman","","paralysis tick","world","web",2018-04-05,2018-03-29
"Panama","","paralysis tick","world","web",2018-04-05,2018-03-29
"Pitcairn Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Peru","","paralysis tick","world","web",2018-04-05,2018-03-29
"Palau","","paralysis tick","world","web",2018-04-05,2018-03-29
"Papua New Guinea","","paralysis tick","world","web",2018-04-05,2018-03-29
"North Korea","","paralysis tick","world","web",2018-04-05,2018-03-29
"Paraguay","","paralysis tick","world","web",2018-04-05,2018-03-29
"Palestine","","paralysis tick","world","web",2018-04-05,2018-03-29
"French Polynesia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Qatar","","paralysis tick","world","web",2018-04-05,2018-03-29
"Réunion","","paralysis tick","world","web",2018-04-05,2018-03-29
"Russia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Rwanda","","paralysis tick","world","web",2018-04-05,2018-03-29
"Senegal","","paralysis tick","world","web",2018-04-05,2018-03-29
"South Georgia & South Sandwich Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"St. Helena","","paralysis tick","world","web",2018-04-05,2018-03-29
"Svalbard & Jan Mayen","","paralysis tick","world","web",2018-04-05,2018-03-29
"Solomon Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Sierra Leone","","paralysis tick","world","web",2018-04-05,2018-03-29
"El Salvador","","paralysis tick","world","web",2018-04-05,2018-03-29
"San Marino","","paralysis tick","world","web",2018-04-05,2018-03-29
"Somalia","","paralysis tick","world","web",2018-04-05,2018-03-29
"St. Pierre & Miquelon","","paralysis tick","world","web",2018-04-05,2018-03-29
"Serbia","","paralysis tick","world","web",2018-04-05,2018-03-29
"South Sudan","","paralysis tick","world","web",2018-04-05,2018-03-29
"São Tomé & Príncipe","","paralysis tick","world","web",2018-04-05,2018-03-29
"Slovakia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Slovenia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Sweden","","paralysis tick","world","web",2018-04-05,2018-03-29
"Swaziland","","paralysis tick","world","web",2018-04-05,2018-03-29
"Sint Maarten","","paralysis tick","world","web",2018-04-05,2018-03-29
"Seychelles","","paralysis tick","world","web",2018-04-05,2018-03-29
"Syria","","paralysis tick","world","web",2018-04-05,2018-03-29
"Turks & Caicos Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Chad","","paralysis tick","world","web",2018-04-05,2018-03-29
"Togo","","paralysis tick","world","web",2018-04-05,2018-03-29
"Tajikistan","","paralysis tick","world","web",2018-04-05,2018-03-29
"Tokelau","","paralysis tick","world","web",2018-04-05,2018-03-29
"Turkmenistan","","paralysis tick","world","web",2018-04-05,2018-03-29
"Timor-Leste","","paralysis tick","world","web",2018-04-05,2018-03-29
"Tonga","","paralysis tick","world","web",2018-04-05,2018-03-29
"Tunisia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Tuvalu","","paralysis tick","world","web",2018-04-05,2018-03-29
"Tanzania","","paralysis tick","world","web",2018-04-05,2018-03-29
"U.S. Outlying Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Uruguay","","paralysis tick","world","web",2018-04-05,2018-03-29
"Uzbekistan","","paralysis tick","world","web",2018-04-05,2018-03-29
"Vatican City","","paralysis tick","world","web",2018-04-05,2018-03-29
"St. Vincent & Grenadines","","paralysis tick","world","web",2018-04-05,2018-03-29
"Venezuela","","paralysis tick","world","web",2018-04-05,2018-03-29
"British Virgin Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"U.S. Virgin Islands","","paralysis tick","world","web",2018-04-05,2018-03-29
"Vanuatu","","paralysis tick","world","web",2018-04-05,2018-03-29
"Wallis & Futuna","","paralysis tick","world","web",2018-04-05,2018-03-29
"Samoa","","paralysis tick","world","web",2018-04-05,2018-03-29
"Kosovo","","paralysis tick","world","web",2018-04-05,2018-03-29
"Yemen","","paralysis tick","world","web",2018-04-05,2018-03-29
"Zambia","","paralysis tick","world","web",2018-04-05,2018-03-29
"Zimbabwe","","paralysis tick","world","web",2018-04-05,2018-03-29
"Grenada","100","tick paralysis","world","web",2018-04-05,2018-03-29
"Australia","64","tick paralysis","world","web",2018-04-05,2018-03-29
"Philippines","4","tick paralysis","world","web",2018-04-05,2018-03-29
"Singapore","4","tick paralysis","world","web",2018-04-05,2018-03-29
"United States","4","tick paralysis","world","web",2018-04-05,2018-03-29
"Canada","3","tick paralysis","world","web",2018-04-05,2018-03-29
"Greece","2","tick paralysis","world","web",2018-04-05,2018-03-29
"Norway","2","tick paralysis","world","web",2018-04-05,2018-03-29
"New Zealand","2","tick paralysis","world","web",2018-04-05,2018-03-29
"United Kingdom","2","tick paralysis","world","web",2018-04-05,2018-03-29
"India","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Saudi Arabia","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Taiwan","1","tick paralysis","world","web",2018-04-05,2018-03-29
"United Arab Emirates","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Thailand","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Indonesia","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Malaysia","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Pakistan","1","tick paralysis","world","web",2018-04-05,2018-03-29
"Japan","<1","tick paralysis","world","web",2018-04-05,2018-03-29
"Germany","<1","tick paralysis","world","web",2018-04-05,2018-03-29
"Italy","<1","tick paralysis","world","web",2018-04-05,2018-03-29
"Brazil","<1","tick paralysis","world","web",2018-04-05,2018-03-29
"Guyana","","tick paralysis","world","web",2018-04-05,2018-03-29
"Malawi","","tick paralysis","world","web",2018-04-05,2018-03-29
"Guam","","tick paralysis","world","web",2018-04-05,2018-03-29
"Suriname","","tick paralysis","world","web",2018-04-05,2018-03-29
"Trinidad & Tobago","","tick paralysis","world","web",2018-04-05,2018-03-29
"South Africa","","tick paralysis","world","web",2018-04-05,2018-03-29
"Afghanistan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Malta","","tick paralysis","world","web",2018-04-05,2018-03-29
"Nepal","","tick paralysis","world","web",2018-04-05,2018-03-29
"Uganda","","tick paralysis","world","web",2018-04-05,2018-03-29
"Nigeria","","tick paralysis","world","web",2018-04-05,2018-03-29
"Sudan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cambodia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Egypt","","tick paralysis","world","web",2018-04-05,2018-03-29
"Puerto Rico","","tick paralysis","world","web",2018-04-05,2018-03-29
"Iraq","","tick paralysis","world","web",2018-04-05,2018-03-29
"Lithuania","","tick paralysis","world","web",2018-04-05,2018-03-29
"Sri Lanka","","tick paralysis","world","web",2018-04-05,2018-03-29
"Dominican Republic","","tick paralysis","world","web",2018-04-05,2018-03-29
"Kenya","","tick paralysis","world","web",2018-04-05,2018-03-29
"Croatia","","tick paralysis","world","web",2018-04-05,2018-03-29
"South Korea","","tick paralysis","world","web",2018-04-05,2018-03-29
"Kazakhstan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Ireland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Denmark","","tick paralysis","world","web",2018-04-05,2018-03-29
"Portugal","","tick paralysis","world","web",2018-04-05,2018-03-29
"Romania","","tick paralysis","world","web",2018-04-05,2018-03-29
"Ukraine","","tick paralysis","world","web",2018-04-05,2018-03-29
"Poland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Netherlands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Vietnam","","tick paralysis","world","web",2018-04-05,2018-03-29
"France","","tick paralysis","world","web",2018-04-05,2018-03-29
"Spain","","tick paralysis","world","web",2018-04-05,2018-03-29
"Turkey","","tick paralysis","world","web",2018-04-05,2018-03-29
"Aruba","","tick paralysis","world","web",2018-04-05,2018-03-29
"Angola","","tick paralysis","world","web",2018-04-05,2018-03-29
"Anguilla","","tick paralysis","world","web",2018-04-05,2018-03-29
"Åland Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Albania","","tick paralysis","world","web",2018-04-05,2018-03-29
"Andorra","","tick paralysis","world","web",2018-04-05,2018-03-29
"Argentina","","tick paralysis","world","web",2018-04-05,2018-03-29
"Armenia","","tick paralysis","world","web",2018-04-05,2018-03-29
"American Samoa","","tick paralysis","world","web",2018-04-05,2018-03-29
"Antarctica","","tick paralysis","world","web",2018-04-05,2018-03-29
"French Southern Territories","","tick paralysis","world","web",2018-04-05,2018-03-29
"Antigua & Barbuda","","tick paralysis","world","web",2018-04-05,2018-03-29
"Austria","","tick paralysis","world","web",2018-04-05,2018-03-29
"Azerbaijan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Burundi","","tick paralysis","world","web",2018-04-05,2018-03-29
"Belgium","","tick paralysis","world","web",2018-04-05,2018-03-29
"Benin","","tick paralysis","world","web",2018-04-05,2018-03-29
"Caribbean Netherlands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Burkina Faso","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bangladesh","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bulgaria","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bahrain","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bahamas","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bosnia & Herzegovina","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Barthélemy","","tick paralysis","world","web",2018-04-05,2018-03-29
"Belarus","","tick paralysis","world","web",2018-04-05,2018-03-29
"Belize","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bermuda","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bolivia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Barbados","","tick paralysis","world","web",2018-04-05,2018-03-29
"Brunei","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bhutan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Bouvet Island","","tick paralysis","world","web",2018-04-05,2018-03-29
"Botswana","","tick paralysis","world","web",2018-04-05,2018-03-29
"Central African Republic","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cocos (Keeling) Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Switzerland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Chile","","tick paralysis","world","web",2018-04-05,2018-03-29
"China","","tick paralysis","world","web",2018-04-05,2018-03-29
"Côte d’Ivoire","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cameroon","","tick paralysis","world","web",2018-04-05,2018-03-29
"Congo - Kinshasa","","tick paralysis","world","web",2018-04-05,2018-03-29
"Congo - Brazzaville","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cook Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Colombia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Comoros","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cape Verde","","tick paralysis","world","web",2018-04-05,2018-03-29
"Costa Rica","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cuba","","tick paralysis","world","web",2018-04-05,2018-03-29
"Curaçao","","tick paralysis","world","web",2018-04-05,2018-03-29
"Christmas Island","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cayman Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Cyprus","","tick paralysis","world","web",2018-04-05,2018-03-29
"Czechia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Djibouti","","tick paralysis","world","web",2018-04-05,2018-03-29
"Dominica","","tick paralysis","world","web",2018-04-05,2018-03-29
"Algeria","","tick paralysis","world","web",2018-04-05,2018-03-29
"Ecuador","","tick paralysis","world","web",2018-04-05,2018-03-29
"Eritrea","","tick paralysis","world","web",2018-04-05,2018-03-29
"Western Sahara","","tick paralysis","world","web",2018-04-05,2018-03-29
"Estonia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Ethiopia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Finland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Fiji","","tick paralysis","world","web",2018-04-05,2018-03-29
"Falkland Islands (Islas Malvinas)","","tick paralysis","world","web",2018-04-05,2018-03-29
"Faroe Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Micronesia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Gabon","","tick paralysis","world","web",2018-04-05,2018-03-29
"Georgia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Guernsey","","tick paralysis","world","web",2018-04-05,2018-03-29
"Ghana","","tick paralysis","world","web",2018-04-05,2018-03-29
"Gibraltar","","tick paralysis","world","web",2018-04-05,2018-03-29
"Guinea","","tick paralysis","world","web",2018-04-05,2018-03-29
"Guadeloupe","","tick paralysis","world","web",2018-04-05,2018-03-29
"Gambia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Guinea-Bissau","","tick paralysis","world","web",2018-04-05,2018-03-29
"Equatorial Guinea","","tick paralysis","world","web",2018-04-05,2018-03-29
"Greenland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Guatemala","","tick paralysis","world","web",2018-04-05,2018-03-29
"French Guiana","","tick paralysis","world","web",2018-04-05,2018-03-29
"Hong Kong","","tick paralysis","world","web",2018-04-05,2018-03-29
"Heard & McDonald Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Honduras","","tick paralysis","world","web",2018-04-05,2018-03-29
"Haiti","","tick paralysis","world","web",2018-04-05,2018-03-29
"Hungary","","tick paralysis","world","web",2018-04-05,2018-03-29
"Isle of Man","","tick paralysis","world","web",2018-04-05,2018-03-29
"British Indian Ocean Territory","","tick paralysis","world","web",2018-04-05,2018-03-29
"Iran","","tick paralysis","world","web",2018-04-05,2018-03-29
"Iceland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Israel","","tick paralysis","world","web",2018-04-05,2018-03-29
"Jamaica","","tick paralysis","world","web",2018-04-05,2018-03-29
"Jersey","","tick paralysis","world","web",2018-04-05,2018-03-29
"Jordan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Kyrgyzstan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Kiribati","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Kitts & Nevis","","tick paralysis","world","web",2018-04-05,2018-03-29
"Kuwait","","tick paralysis","world","web",2018-04-05,2018-03-29
"Laos","","tick paralysis","world","web",2018-04-05,2018-03-29
"Lebanon","","tick paralysis","world","web",2018-04-05,2018-03-29
"Liberia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Libya","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Lucia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Liechtenstein","","tick paralysis","world","web",2018-04-05,2018-03-29
"Lesotho","","tick paralysis","world","web",2018-04-05,2018-03-29
"Luxembourg","","tick paralysis","world","web",2018-04-05,2018-03-29
"Latvia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Macau","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Martin","","tick paralysis","world","web",2018-04-05,2018-03-29
"Morocco","","tick paralysis","world","web",2018-04-05,2018-03-29
"Monaco","","tick paralysis","world","web",2018-04-05,2018-03-29
"Moldova","","tick paralysis","world","web",2018-04-05,2018-03-29
"Madagascar","","tick paralysis","world","web",2018-04-05,2018-03-29
"Maldives","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mexico","","tick paralysis","world","web",2018-04-05,2018-03-29
"Marshall Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Macedonia (FYROM)","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mali","","tick paralysis","world","web",2018-04-05,2018-03-29
"Myanmar (Burma)","","tick paralysis","world","web",2018-04-05,2018-03-29
"Montenegro","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mongolia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Northern Mariana Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mozambique","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mauritania","","tick paralysis","world","web",2018-04-05,2018-03-29
"Montserrat","","tick paralysis","world","web",2018-04-05,2018-03-29
"Martinique","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mauritius","","tick paralysis","world","web",2018-04-05,2018-03-29
"Mayotte","","tick paralysis","world","web",2018-04-05,2018-03-29
"Namibia","","tick paralysis","world","web",2018-04-05,2018-03-29
"New Caledonia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Niger","","tick paralysis","world","web",2018-04-05,2018-03-29
"Norfolk Island","","tick paralysis","world","web",2018-04-05,2018-03-29
"Nicaragua","","tick paralysis","world","web",2018-04-05,2018-03-29
"Niue","","tick paralysis","world","web",2018-04-05,2018-03-29
"Nauru","","tick paralysis","world","web",2018-04-05,2018-03-29
"Oman","","tick paralysis","world","web",2018-04-05,2018-03-29
"Panama","","tick paralysis","world","web",2018-04-05,2018-03-29
"Pitcairn Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Peru","","tick paralysis","world","web",2018-04-05,2018-03-29
"Palau","","tick paralysis","world","web",2018-04-05,2018-03-29
"Papua New Guinea","","tick paralysis","world","web",2018-04-05,2018-03-29
"North Korea","","tick paralysis","world","web",2018-04-05,2018-03-29
"Paraguay","","tick paralysis","world","web",2018-04-05,2018-03-29
"Palestine","","tick paralysis","world","web",2018-04-05,2018-03-29
"French Polynesia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Qatar","","tick paralysis","world","web",2018-04-05,2018-03-29
"Réunion","","tick paralysis","world","web",2018-04-05,2018-03-29
"Russia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Rwanda","","tick paralysis","world","web",2018-04-05,2018-03-29
"Senegal","","tick paralysis","world","web",2018-04-05,2018-03-29
"South Georgia & South Sandwich Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Helena","","tick paralysis","world","web",2018-04-05,2018-03-29
"Svalbard & Jan Mayen","","tick paralysis","world","web",2018-04-05,2018-03-29
"Solomon Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Sierra Leone","","tick paralysis","world","web",2018-04-05,2018-03-29
"El Salvador","","tick paralysis","world","web",2018-04-05,2018-03-29
"San Marino","","tick paralysis","world","web",2018-04-05,2018-03-29
"Somalia","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Pierre & Miquelon","","tick paralysis","world","web",2018-04-05,2018-03-29
"Serbia","","tick paralysis","world","web",2018-04-05,2018-03-29
"South Sudan","","tick paralysis","world","web",2018-04-05,2018-03-29
"São Tomé & Príncipe","","tick paralysis","world","web",2018-04-05,2018-03-29
"Slovakia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Slovenia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Sweden","","tick paralysis","world","web",2018-04-05,2018-03-29
"Swaziland","","tick paralysis","world","web",2018-04-05,2018-03-29
"Sint Maarten","","tick paralysis","world","web",2018-04-05,2018-03-29
"Seychelles","","tick paralysis","world","web",2018-04-05,2018-03-29
"Syria","","tick paralysis","world","web",2018-04-05,2018-03-29
"Turks & Caicos Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Chad","","tick paralysis","world","web",2018-04-05,2018-03-29
"Togo","","tick paralysis","world","web",2018-04-05,2018-03-29
"Tajikistan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Tokelau","","tick paralysis","world","web",2018-04-05,2018-03-29
"Turkmenistan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Timor-Leste","","tick paralysis","world","web",2018-04-05,2018-03-29
"Tonga","","tick paralysis","world","web",2018-04-05,2018-03-29
"Tunisia","","tick paralysis","world","web",2018-04-05,2018-03-29
"Tuvalu","","tick paralysis","world","web",2018-04-05,2018-03-29
"Tanzania","","tick paralysis","world","web",2018-04-05,2018-03-29
"U.S. Outlying Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Uruguay","","tick paralysis","world","web",2018-04-05,2018-03-29
"Uzbekistan","","tick paralysis","world","web",2018-04-05,2018-03-29
"Vatican City","","tick paralysis","world","web",2018-04-05,2018-03-29
"St. Vincent & Grenadines","","tick paralysis","world","web",2018-04-05,2018-03-29
"Venezuela","","tick paralysis","world","web",2018-04-05,2018-03-29
"British Virgin Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"U.S. Virgin Islands","","tick paralysis","world","web",2018-04-05,2018-03-29
"Vanuatu","","tick paralysis","world","web",2018-04-05,2018-03-29
"Wallis & Futuna","","tick paralysis","world","web",2018-04-05,2018-03-29
"Samoa","","tick paralysis","world","web",2018-04-05,2018-03-29
"Kosovo","","tick paralysis","world","web",2018-04-05,2018-03-29
"Yemen","","tick paralysis","world","web",2018-04-05,2018-03-29
