"location","hits","keyword","geo","gprop","end.date","start.date"
"Nepal",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Nauru",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"New Zealand",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Oman",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Pakistan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Panama",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Pitcairn Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Peru",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Palau",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Papua New Guinea",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Poland",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Puerto Rico",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"North Korea",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Portugal",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Paraguay",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Palestine",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"French Polynesia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Qatar",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Réunion",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Romania",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Russia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Rwanda",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Saudi Arabia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Sudan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Senegal",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"South Georgia & South Sandwich Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"St. Helena",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Svalbard & Jan Mayen",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Solomon Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Sierra Leone",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"El Salvador",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"San Marino",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Somalia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"St. Pierre & Miquelon",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Serbia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"South Sudan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"São Tomé & Príncipe",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Suriname",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Slovakia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Slovenia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Sweden",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Swaziland",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Sint Maarten",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Seychelles",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Syria",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Turks & Caicos Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Chad",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Togo",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Thailand",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Tajikistan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Tokelau",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Turkmenistan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Timor-Leste",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Tonga",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Trinidad & Tobago",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Tunisia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Turkey",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Tuvalu",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Taiwan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Tanzania",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Uganda",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Ukraine",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"U.S. Outlying Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Uruguay",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Uzbekistan",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Vatican City",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"St. Vincent & Grenadines",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Venezuela",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"British Virgin Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"U.S. Virgin Islands",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Vietnam",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Vanuatu",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Wallis & Futuna",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Samoa",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Kosovo",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Yemen",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Zambia",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Zimbabwe",NA,"removing fleas","world","web",2018-04-13,2018-04-06
"Australia","100","flea infestation","world","web",2018-04-13,2018-04-06
"United States","53","flea infestation","world","web",2018-04-13,2018-04-06
"United Kingdom","34","flea infestation","world","web",2018-04-13,2018-04-06
"Canada","16","flea infestation","world","web",2018-04-13,2018-04-06
"Antigua & Barbuda",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Gibraltar",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Isle of Man",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Laos",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"New Zealand",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Malta",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cameroon",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Kuwait",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Philippines",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Jamaica",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Nicaragua",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"South Africa",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Kenya",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Helena",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guatemala",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Nepal",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Singapore",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Ghana",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Panama",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bolivia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Costa Rica",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Malaysia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"United Arab Emirates",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Ireland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Hungary",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Romania",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Israel",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Greece",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Austria",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Venezuela",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Egypt",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Ukraine",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Saudi Arabia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"India",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Indonesia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Turkey",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Italy",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Germany",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Japan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mexico",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"France",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Brazil",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Aruba",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Afghanistan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Angola",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Anguilla",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Åland Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Albania",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Andorra",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Argentina",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Armenia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"American Samoa",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Antarctica",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"French Southern Territories",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Azerbaijan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Burundi",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Belgium",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Benin",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Caribbean Netherlands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Burkina Faso",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bangladesh",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bulgaria",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bahrain",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bahamas",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bosnia & Herzegovina",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Barthélemy",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Belarus",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Belize",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bermuda",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Barbados",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Brunei",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bhutan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Bouvet Island",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Botswana",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Central African Republic",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cocos (Keeling) Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Switzerland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Chile",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"China",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Côte d’Ivoire",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Congo - Kinshasa",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Congo - Brazzaville",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cook Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Colombia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Comoros",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cape Verde",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cuba",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Curaçao",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Christmas Island",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cayman Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cyprus",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Czechia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Djibouti",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Dominica",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Denmark",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Dominican Republic",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Algeria",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Ecuador",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Eritrea",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Western Sahara",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Spain",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Estonia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Ethiopia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Finland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Fiji",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Falkland Islands (Islas Malvinas)",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Faroe Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Micronesia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Gabon",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Georgia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guernsey",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guinea",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guadeloupe",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Gambia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guinea-Bissau",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Equatorial Guinea",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Grenada",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Greenland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"French Guiana",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guam",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Guyana",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Hong Kong",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Heard & McDonald Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Honduras",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Croatia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Haiti",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"British Indian Ocean Territory",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Iran",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Iraq",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Iceland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Jersey",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Jordan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Kazakhstan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Kyrgyzstan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Cambodia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Kiribati",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Kitts & Nevis",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"South Korea",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Lebanon",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Liberia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Libya",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Lucia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Liechtenstein",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Sri Lanka",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Lesotho",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Lithuania",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Luxembourg",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Latvia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Macau",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Martin",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Morocco",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Monaco",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Moldova",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Madagascar",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Maldives",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Marshall Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Macedonia (FYROM)",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mali",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Myanmar (Burma)",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Montenegro",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mongolia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Northern Mariana Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mozambique",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mauritania",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Montserrat",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Martinique",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mauritius",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Malawi",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Mayotte",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Namibia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"New Caledonia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Niger",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Norfolk Island",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Nigeria",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Niue",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Netherlands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Norway",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Nauru",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Oman",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Pakistan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Pitcairn Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Peru",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Palau",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Papua New Guinea",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Poland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Puerto Rico",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"North Korea",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Portugal",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Paraguay",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Palestine",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"French Polynesia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Qatar",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Réunion",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Russia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Rwanda",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Sudan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Senegal",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"South Georgia & South Sandwich Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Svalbard & Jan Mayen",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Solomon Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Sierra Leone",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"El Salvador",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"San Marino",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Somalia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Pierre & Miquelon",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Serbia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"South Sudan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"São Tomé & Príncipe",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Suriname",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Slovakia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Slovenia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Sweden",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Swaziland",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Sint Maarten",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Seychelles",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Syria",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Turks & Caicos Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Chad",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Togo",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Thailand",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Tajikistan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Tokelau",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Turkmenistan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Timor-Leste",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Tonga",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Trinidad & Tobago",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Tunisia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Tuvalu",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Taiwan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Tanzania",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Uganda",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"U.S. Outlying Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Uruguay",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Uzbekistan",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Vatican City",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"St. Vincent & Grenadines",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"British Virgin Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"U.S. Virgin Islands",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Vietnam",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Vanuatu",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Wallis & Futuna",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Samoa",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Kosovo",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Yemen",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Zambia",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"Zimbabwe",NA,"flea infestation","world","web",2018-04-13,2018-04-06
"United States","100","flea prevention","world","web",2018-04-13,2018-04-06
"Canada","35","flea prevention","world","web",2018-04-13,2018-04-06
"Australia","17","flea prevention","world","web",2018-04-13,2018-04-06
"United Kingdom","9","flea prevention","world","web",2018-04-13,2018-04-06
"Singapore",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"New Zealand",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Philippines",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"South Africa",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Malaysia",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"France",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"India",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Aruba",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Afghanistan",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Angola",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Anguilla",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Åland Islands",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Albania",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Andorra",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"United Arab Emirates",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Argentina",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Armenia",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"American Samoa",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Antarctica",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"French Southern Territories",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Antigua & Barbuda",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Austria",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Azerbaijan",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Burundi",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Belgium",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Benin",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Caribbean Netherlands",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Burkina Faso",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bangladesh",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bulgaria",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bahrain",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bahamas",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bosnia & Herzegovina",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"St. Barthélemy",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Belarus",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Belize",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bermuda",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bolivia",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Brazil",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Barbados",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Brunei",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bhutan",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Bouvet Island",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Botswana",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Central African Republic",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cocos (Keeling) Islands",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Switzerland",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Chile",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"China",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Côte d’Ivoire",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cameroon",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Congo - Kinshasa",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Congo - Brazzaville",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cook Islands",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Colombia",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Comoros",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cape Verde",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Costa Rica",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cuba",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Curaçao",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Christmas Island",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cayman Islands",NA,"flea prevention","world","web",2018-04-13,2018-04-06
"Cyprus",NA,"flea prevention","world","web",2018-04-13,2018-04-06
